id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
237,2,Manuel,Neuer,13565866.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/bf993bb6d6914136b11177795c5f77a9.png,1.0,1,153.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,92933.0,92933.0,83089.0,76563.0,705494.0,1850928.0,6.93,2.382104545335327,1.0,1.0,1.0,0.0,1.0,16.507984
60,18,Dominik,Kohr,10467001.0,71.0,29.0,29.0,28.0,153973.0,2070.0,0,2,https://kickbase.b-cdn.net/content/file/fc6cb9d67771484baa8cd7547280f6cd.png,31.0,1,197.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 148}, {""hasPlayed"": true, ""points"": 112}]",2,Dominik Kohr,125782.0,125782.0,154324.0,228965.0,1377128.0,4045683.0,8.8,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,17.426471
2395,3,Julian,Ryerson,26027952.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/2998191f5e674fecb9ddf7762821ebc5.png,26.0,1,124.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,52289.0,52289.0,48888.0,53404.0,408044.0,1281425.0,7.35,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.286749
2141,43,Ridle ,Baku,17851318.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/938a124759354a928af165b155e6925a.png,17.0,2,183.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",2,Ridle  Baku,15978.0,15978.0,-97332.0,-162153.0,-790053.0,280167.0,7.37,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.459788
16378,3,Konstantinos,Karetsas,24062897.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f4e89a3523cb47e09c5be6702baec885.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,261715.0,261715.0,263110.0,275497.0,1944706.0,24062897.0,7.27,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.098594
11008,43,Ezechiel,Banzuzi,8349668.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/a9c36464a61049d0b9acd73d6c4e9c96.png,6.0,1,104.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Ezechiel Banzuzi,323577.0,323577.0,328182.0,302789.0,2211617.0,3836539.0,7.3,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.312951
2846,7,Malik,Tillman,13303012.0,82.0,29.0,29.0,18.0,111183.0,2380.0,0,3,https://kickbase.b-cdn.net/content/file/04966a0af0e2477db734c91fdd98d4e1.png,10.0,1,178.0,,"[{""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": -13}]",2,Malik Tillman,255041.0,255041.0,232278.0,165460.0,541453.0,-2088500.0,6.9,2.040910253132191,1.0,1.0,1.0,0.0,1.0,14.082281
3209,5,Yannik,Engelhardt,10779698.0,64.0,31.0,31.0,29.0,162513.0,1970.0,0,3,https://kickbase.b-cdn.net/content/file/026c80a428ef428ba28a09167853739e.png,16.0,1,182.0,,"[{""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 86}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": -10}]",2,Yannik Engelhardt,104591.0,104591.0,121682.0,133085.0,1337247.0,7033262.0,7.2,1.6985668387422834,1.0,1.0,1.0,0.0,1.0,12.229681
3124,14,Patrick,Wimmer,7364887.0,59.0,25.0,25.0,21.0,105411.0,1466.0,0,3,https://kickbase.b-cdn.net/content/file/1ffbdbd2f14848519596bb5fc54bbec5.png,8.0,1,199.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 73}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 204}]",2,Patrick Wimmer,386961.0,386961.0,263235.0,-47320.0,-107951.0,204559.0,7.33,1.555984555984556,1.0,1.0,1.0,0.0,1.0,11.405367
1809,13,Marius,Wolf,3585560.0,24.0,29.0,29.0,12.0,69269.0,686.0,0,3,https://kickbase.b-cdn.net/content/file/a1f80afaec424464a483185498e81a2e.png,27.0,1,191.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 94}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 15}]",2,Marius Wolf,416041.0,416041.0,403685.0,380241.0,2727007.0,1350012.0,6.5,1.614334470989761,1.0,1.0,1.0,0.0,1.0,10.493174
