id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
237,2,Manuel,Neuer,12860372.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/aadd45c3d6354126886481e0a33a3c1f.png,1.0,1,161.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,98835.0,98835.0,70077.0,55823.0,407561.0,1329241.0,7.0,2.382104545335327,1.0,1.0,1.0,0.0,1.0,16.674732
2395,3,Julian,Ryerson,25619908.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/5c70c2a110fd48919c487e0b0d97af57.png,26.0,1,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,42874.0,42874.0,15327.0,-50528.0,23621.0,1154912.0,8.1,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,19.050703
15211,3,Joane,Gadou,23744154.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/3ca6efe4d6904a609a712b6b68be0ebb.png,22.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Joane Gadou,194779.0,194779.0,200206.0,203796.0,1452250.0,5137553.0,6.92,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,16.275415
3543,2,Nathaniel,Brown,28772607.0,83.0,33.0,33.0,29.0,176484.0,2726.0,0,2,https://kickbase.b-cdn.net/content/file/a6bbeb9411db465cb0b0b5dac3fd61a4.png,0.0,1,94.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 31}]",3,Nathaniel Brown,72140.0,72140.0,81734.0,59489.0,457950.0,2081901.0,7.18,2.382104545335327,1.0,0.6896551724137931,1.0,0.0,0.8836206896551724,15.113016
16378,3,Konstantinos,Karetsas,22118191.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2607076d85724a188e9db75bd12b7889.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,288332.0,288332.0,292746.0,289766.0,2032806.0,22118191.0,7.6,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.874734
6080,2,Aleksandar,Pavlović,31871006.0,119.0,24.0,24.0,16.0,98316.0,2844.0,0,3,https://kickbase.b-cdn.net/content/file/edb0e886b6a545f1b564cd3d24c6e4b3.png,45.0,1,89.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": false, ""points"": null}]",1,Aleksandar Pavlović,91672.0,91672.0,93308.0,84783.0,627423.0,2597917.0,7.05,2.382104545335327,1.0,1.0,1.0,0.0,1.0,16.793837
6061,7,Ibrahim,Maza,29412735.0,98.0,28.0,28.0,20.0,121679.0,2743.0,0,3,https://kickbase.b-cdn.net/content/file/7ff9728d20544b96a1fe698af86f9f2f.png,30.0,1,93.0,,"[{""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 182}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 79}]",1,Ibrahim Maza,97044.0,97044.0,83976.0,88164.0,602703.0,2083800.0,7.2,2.040910253132191,1.0,1.0,1.0,0.0,1.0,14.694554
4596,43,Brajan,Gruda,17763317.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,71.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,269114.0,269114.0,251568.0,252482.0,1735796.0,6559912.0,7.05,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.582536
6176,43,Nicolas,Seiwald,16652180.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,170.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,179063.0,179063.0,180701.0,163132.0,1205676.0,4436659.0,6.85,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.168847
1645,5,Maximilian,Eggestein,14991034.0,84.0,34.0,34.0,34.0,203699.0,2849.0,0,3,https://kickbase.b-cdn.net/content/file/46028a6670854b3cba398533dfe6c619.png,8.0,1,190.0,,"[{""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": -19}, {""hasPlayed"": true, ""points"": 171}]",1,Maximilian Eggestein,166582.0,166582.0,170264.0,160335.0,1136323.0,3971689.0,7.5,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,12.573126
