id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
237,2,Manuel,Neuer,12860372.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/aadd45c3d6354126886481e0a33a3c1f.png,1.0,1,161.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,98835.0,98835.0,70077.0,55823.0,407561.0,1329241.0,7.0,2.382104545335327,1.0,1.0,1.0,0.0,1.0,16.674732
2395,3,Julian,Ryerson,25619908.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/5c70c2a110fd48919c487e0b0d97af57.png,26.0,1,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,42874.0,42874.0,15327.0,-50528.0,23621.0,1154912.0,8.1,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,19.050703
2084,5,Philipp,Lienhart,12347710.0,69.0,20.0,20.0,14.0,86712.0,1379.0,0,2,https://kickbase.b-cdn.net/content/file/d376962d93d8467e844287f0c416eea0.png,3.0,1,111.0,,"[{""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 15}]",2,Philipp Lienhart,163464.0,163464.0,168895.0,159504.0,1105558.0,5430608.0,6.5,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,10.896709
7325,4,Elias,Baum,10030248.0,6.0,5.0,5.0,0.0,6016.0,32.0,0,2,https://kickbase.b-cdn.net/content/file/d902a58e5d944b18a5c4fdc246b131d0.png,2.0,1,3.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -10}]",2,Elias Baum,273188.0,273188.0,259996.0,266722.0,1794847.0,4920089.0,6.05,1.3500197083169097,1.0,1.0,1.0,0.0,1.0,8.167619
16378,3,Konstantinos,Karetsas,22118191.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2607076d85724a188e9db75bd12b7889.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,288332.0,288332.0,292746.0,289766.0,2032806.0,22118191.0,7.6,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.874734
4596,43,Brajan,Gruda,17763317.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,71.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,269114.0,269114.0,251568.0,252482.0,1735796.0,6559912.0,7.05,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.582536
6176,43,Nicolas,Seiwald,16652180.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,170.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,179063.0,179063.0,180701.0,163132.0,1205676.0,4436659.0,6.85,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.168847
11006,5,Yuito,Suzuki,12675007.0,63.0,25.0,25.0,18.0,107057.0,1570.0,0,3,https://kickbase.b-cdn.net/content/file/321f689788164bb8b2b9b9559673e9ec.png,14.0,1,123.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 62}]",1,Yuito Suzuki,192382.0,192382.0,192469.0,179594.0,1198450.0,4331356.0,7.2,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,12.070201
11956,7,Ezequiél,Fernández,5425706.0,58.0,20.0,20.0,12.0,67020.0,1168.0,0,3,https://kickbase.b-cdn.net/content/file/2c37f7daf46f4c9693ffa9ef33ff980b.png,6.0,1,215.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",3,Ezequiél Fernández,357359.0,357359.0,399517.0,369258.0,1781835.0,166390.0,6.3,2.040910253132191,0.6896551724137931,0.6896551724137931,0.0,0.0,0.603448275862069,7.758978
3471,14,Adam,Hložek,8315236.0,1.0,5.0,5.0,0.0,3674.0,4.0,0,4,https://kickbase.b-cdn.net/content/file/c46fc008a1284ad49727d68c3a8489e9.png,23.0,1,0.0,,"[{""hasPlayed"": true, ""points"": -17}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Adam Hložek,283597.0,283597.0,252371.0,231097.0,1718886.0,3572643.0,6.7,1.526315789473684,0.6896551724137931,1.0,1.0,0.0,0.8448275862068966,8.639474
