id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,score
72,7,Mark,Flekken,14546472.0,93.0,24.0,24.0,24.0,141251.0,2230.0,0,1,https://kickbase.b-cdn.net/content/file/98ea8901b970421b88f6a41a3137142f.png,1.0,1,153.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 75}]",1,Mark Flekken,138392.0,14.490463
2395,3,Julian,Ryerson,25577034.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/5c70c2a110fd48919c487e0b0d97af57.png,26.0,2,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,15327.0,19.050703
3543,2,Nathaniel,Brown,28700467.0,83.0,33.0,33.0,29.0,176484.0,2726.0,0,2,https://kickbase.b-cdn.net/content/file/a6bbeb9411db465cb0b0b5dac3fd61a4.png,0.0,1,94.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 31}]",3,Nathaniel Brown,81734.0,16.674732
2141,43,Ridle ,Baku,18890750.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,173.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-254725.0,13.962002
16378,3,Konstantinos,Karetsas,21829859.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2607076d85724a188e9db75bd12b7889.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,292746.0,17.874734
6061,7,Ibrahim,Maza,29315691.0,98.0,28.0,28.0,20.0,121679.0,2743.0,0,3,https://kickbase.b-cdn.net/content/file/7ff9728d20544b96a1fe698af86f9f2f.png,30.0,1,93.0,,"[{""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 182}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 79}]",1,Ibrahim Maza,83976.0,14.694554
4596,43,Brajan,Gruda,17494203.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,72.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,251568.0,14.582536
1645,5,Maximilian,Eggestein,14824452.0,84.0,34.0,34.0,34.0,203699.0,2849.0,0,3,https://kickbase.b-cdn.net/content/file/46028a6670854b3cba398533dfe6c619.png,8.0,1,192.0,,"[{""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": -19}, {""hasPlayed"": true, ""points"": 171}]",1,Maximilian Eggestein,170264.0,12.070201
11006,5,Yuito,Suzuki,12482625.0,63.0,25.0,25.0,18.0,107057.0,1570.0,0,3,https://kickbase.b-cdn.net/content/file/321f689788164bb8b2b9b9559673e9ec.png,14.0,1,125.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 62}]",1,Yuito Suzuki,192469.0,12.070201
11675,2,Luis,Díaz,53300314.0,178.0,32.0,32.0,27.0,163321.0,5698.0,0,4,https://kickbase.b-cdn.net/content/file/8be4ef70fac349c3920923d1d22c624f.png,14.0,1,106.0,,"[{""hasPlayed"": true, ""points"": 205}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 54}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 225}]",1,Luis Díaz,36000.0,17.460826
3471,14,Adam,Hložek,8031639.0,1.0,5.0,5.0,0.0,3674.0,4.0,0,4,https://kickbase.b-cdn.net/content/file/c46fc008a1284ad49727d68c3a8489e9.png,23.0,1,0.0,,"[{""hasPlayed"": true, ""points"": -17}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Adam Hložek,252371.0,10.226316
