id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
237,2,Manuel,Neuer,12860372.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/aadd45c3d6354126886481e0a33a3c1f.png,1.0,1,161.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,98835.0,98835.0,70077.0,55823.0,407561.0,1329241.0,7.0,2.382104545335327,1.0,1.0,1.0,0.0,1.0,16.674732
2395,3,Julian,Ryerson,25619908.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/5c70c2a110fd48919c487e0b0d97af57.png,26.0,1,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,42874.0,42874.0,15327.0,-50528.0,23621.0,1154912.0,8.1,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,19.050703
2084,5,Philipp,Lienhart,12347710.0,69.0,20.0,20.0,14.0,86712.0,1379.0,0,2,https://kickbase.b-cdn.net/content/file/d376962d93d8467e844287f0c416eea0.png,3.0,1,111.0,,"[{""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 15}]",2,Philipp Lienhart,163464.0,163464.0,168895.0,159504.0,1105558.0,5430608.0,6.5,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,10.896709
6209,5,Philipp,Treu,11162008.0,52.0,28.0,28.0,24.0,144527.0,1454.0,0,2,https://kickbase.b-cdn.net/content/file/67a522fecea248ff84c7dec1c95739dc.png,29.0,1,130.0,,"[{""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Philipp Treu,102471.0,102471.0,88318.0,75813.0,622313.0,5077888.0,6.4,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,10.729068
16378,3,Konstantinos,Karetsas,22118191.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2607076d85724a188e9db75bd12b7889.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,288332.0,288332.0,292746.0,289766.0,2032806.0,22118191.0,7.6,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.874734
4596,43,Brajan,Gruda,17763317.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,71.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,269114.0,269114.0,251568.0,252482.0,1735796.0,6559912.0,7.05,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.582536
6176,43,Nicolas,Seiwald,16652180.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,170.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,179063.0,179063.0,180701.0,163132.0,1205676.0,4436659.0,6.85,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.168847
2125,5,Jan-Niklas,Beste,10911193.0,60.0,28.0,28.0,20.0,111405.0,1693.0,0,3,https://kickbase.b-cdn.net/content/file/0dc9e619fd4c4114a58d41e7b6293ac2.png,19.0,1,155.0,,"[{""hasPlayed"": true, ""points"": 150}, {""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 0}, {""hasPlayed"": true, ""points"": 55}]",1,Jan-Niklas Beste,155265.0,155265.0,149930.0,130783.0,1168145.0,4786788.0,6.55,1.6764168190127973,1.0,1.0,1.0,0.0,1.0,10.98053
11008,43,Ezechiel,Banzuzi,6138051.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/3529ab9a9bde4d28b8aca1b6586f7747.png,6.0,1,141.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ezechiel Banzuzi,333507.0,333507.0,324108.0,301909.0,2110752.0,908220.0,6.95,2.0684447930966856,0.6896551724137931,0.6896551724137931,0.0,0.0,0.603448275862069,8.674986
11956,7,Ezequiél,Fernández,5425706.0,58.0,20.0,20.0,12.0,67020.0,1168.0,0,3,https://kickbase.b-cdn.net/content/file/2c37f7daf46f4c9693ffa9ef33ff980b.png,6.0,1,215.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",3,Ezequiél Fernández,357359.0,357359.0,399517.0,369258.0,1781835.0,166390.0,6.3,2.040910253132191,0.6896551724137931,0.6896551724137931,0.0,0.0,0.603448275862069,7.758978
