id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,kicker_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
237,2,Manuel,Neuer,13764324.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/bf993bb6d6914136b11177795c5f77a9.png,1.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,96741.0,96741.0,101717.0,92933.0,666678.0,1965781.0,6.93,2.4126506024096384,1.0,1.0,1.0,1.0,0.0,1.0,16.719669
3543,2,Nathaniel,Brown,29629517.0,83.0,33.0,33.0,29.0,176484.0,2726.0,0,2,https://kickbase.b-cdn.net/content/file/4dd49322843644839bb43182b3a8b68b.png,11.0,1,92.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 31}]",2,Nathaniel Brown,117449.0,117449.0,123849.0,118968.0,691722.0,2404395.0,7.26,2.4126506024096384,1.0,1.0,1.0,1.0,0.0,1.0,17.515843
60,18,Dominik,Kohr,10652629.0,71.0,29.0,29.0,28.0,153973.0,2070.0,0,2,https://kickbase.b-cdn.net/content/file/fc6cb9d67771484baa8cd7547280f6cd.png,31.0,1,194.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 148}, {""hasPlayed"": true, ""points"": 112}]",2,Dominik Kohr,85097.0,85097.0,100531.0,125782.0,1173795.0,4346822.0,8.8,1.956353749284488,1.0,1.0,1.0,1.0,0.0,1.0,17.215913
15211,3,Joane,Gadou,25093948.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/48c386df17604a3cbfeaffff6bdffae7.png,22.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Joane Gadou,74761.0,74761.0,147477.0,148351.0,977173.0,4955201.0,6.8,2.3519386450788238,1.0,1.0,1.0,1.0,0.0,1.0,15.993183
3470,18,Anthony,Caci,10976864.0,54.0,10.0,10.0,6.0,35021.0,535.0,0,2,https://kickbase.b-cdn.net/content/file/5bb349b2622049a7aa73a59edcec1781.png,19.0,1,48.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 56}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 112}]",1,Anthony Caci,136630.0,136630.0,143865.0,141481.0,1298438.0,5953497.0,8.1,1.956353749284488,1.0,1.0,1.0,1.0,0.0,1.0,15.846465
10115,3,Daniel,Svensson,16621441.0,82.0,33.0,33.0,27.0,162894.0,2705.0,0,2,https://kickbase.b-cdn.net/content/file/da063055c5d14c798dd8d7427fb2a48f.png,24.0,2,162.0,,"[{""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": true, ""points"": 34}]",3,Daniel Svensson,23469.0,23469.0,-33135.0,-104336.0,-1274385.0,-2044044.0,6.95,2.3519386450788238,1.0,0.6896551724137931,1.0,1.0,0.0,0.9068965517241379,14.824107
1639,18,Nadiem,Amiri,33932022.0,134.0,26.0,26.0,24.0,136794.0,3493.0,0,3,https://kickbase.b-cdn.net/content/file/fee710e358914669ab855823274a461e.png,10.0,1,102.0,,"[{""hasPlayed"": true, ""points"": 254}, {""hasPlayed"": true, ""points"": 98}, {""hasPlayed"": true, ""points"": 168}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 229}]",1,Nadiem Amiri,96057.0,96057.0,100405.0,95594.0,690099.0,3002667.0,10.0,1.956353749284488,1.0,1.0,1.0,1.0,0.0,1.0,19.563537
16378,3,Konstantinos,Karetsas,24574032.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f4e89a3523cb47e09c5be6702baec885.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,246470.0,246470.0,264665.0,261715.0,1873469.0,24574032.0,7.27,2.3519386450788238,1.0,1.0,1.0,1.0,0.0,1.0,17.098594
11008,43,Ezechiel,Banzuzi,9051349.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/a9c36464a61049d0b9acd73d6c4e9c96.png,6.0,1,96.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Ezechiel Banzuzi,353269.0,353269.0,348412.0,323577.0,2266803.0,4737544.0,7.3,2.0727147495818166,1.0,1.0,1.0,1.0,0.0,1.0,15.130818
6176,43,Nicolas,Seiwald,17963405.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/5320dfb79fb348369e61599e552840b0.png,13.0,1,158.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,120444.0,120444.0,127986.0,137375.0,954275.0,4921218.0,6.93,2.0727147495818166,1.0,1.0,1.0,1.0,0.0,1.0,14.363913
