id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
1873,3,Gregor,Kobel,22268613.0,104.0,34.0,34.0,34.0,202740.0,3530.0,0,1,https://kickbase.b-cdn.net/content/file/f2d4753d2676442bb38580d0b59a6293.png,1.0,2,158.0,,"[{""hasPlayed"": true, ""points"": 154}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 160}, {""hasPlayed"": true, ""points"": 65}]",1,Gregor Kobel,-153643.0,-153643.0,-160305.0,-158176.0,-715804.0,442252.0,6.8,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,15.993183
60,18,Dominik,Kohr,10467001.0,71.0,29.0,29.0,28.0,153973.0,2070.0,0,2,https://kickbase.b-cdn.net/content/file/fc6cb9d67771484baa8cd7547280f6cd.png,31.0,1,197.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 148}, {""hasPlayed"": true, ""points"": 112}]",2,Dominik Kohr,125782.0,125782.0,154324.0,228965.0,1377128.0,4045683.0,8.8,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,17.426471
3543,2,Nathaniel,Brown,29388219.0,83.0,33.0,33.0,29.0,176484.0,2726.0,0,2,https://kickbase.b-cdn.net/content/file/4dd49322843644839bb43182b3a8b68b.png,11.0,1,92.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 31}]",2,Nathaniel Brown,118968.0,118968.0,107021.0,65342.0,615612.0,2280283.0,7.26,2.382104545335327,1.0,1.0,1.0,0.0,1.0,17.294079
2395,3,Julian,Ryerson,26027952.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/2998191f5e674fecb9ddf7762821ebc5.png,26.0,1,124.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,52289.0,52289.0,48888.0,53404.0,408044.0,1281425.0,7.35,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.286749
1540,18,Danny,Da Costa,9703648.0,73.0,34.0,34.0,30.0,178678.0,2498.0,0,2,https://kickbase.b-cdn.net/content/file/d7479cd684eb4636932e2e5651e92411.png,21.0,2,257.0,,"[{""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 86}]",3,Danny Da Costa,-175018.0,-175018.0,-10292.0,69860.0,406067.0,2788317.0,8.1,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,16.040274
2141,43,Ridle ,Baku,17851318.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/938a124759354a928af165b155e6925a.png,17.0,2,183.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",2,Ridle  Baku,15978.0,15978.0,-97332.0,-162153.0,-790053.0,280167.0,7.37,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.459788
8329,2,Michael,Olise,64815120.0,225.0,32.0,32.0,23.0,154488.0,7185.0,0,3,https://kickbase.b-cdn.net/content/file/2d1bffc491014bb582c5d1c622b0ee37.png,17.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 334}, {""hasPlayed"": true, ""points"": 290}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 152}]",1,Michael Olise,23531.0,23531.0,26008.0,26065.0,193889.0,1061959.0,7.8,2.382104545335327,1.0,1.0,1.0,0.0,1.0,18.580415
16378,3,Konstantinos,Karetsas,24062897.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f4e89a3523cb47e09c5be6702baec885.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Konstantinos Karetsas,261715.0,261715.0,263110.0,275497.0,1944706.0,24062897.0,7.27,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,17.098594
4596,43,Brajan,Gruda,19603467.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/fc98ceda9d134bd09d5526a600465611.png,10.0,1,64.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,255323.0,255323.0,258092.0,255016.0,1840150.0,7292323.0,7.5,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.732484
11008,43,Ezechiel,Banzuzi,8349668.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/a9c36464a61049d0b9acd73d6c4e9c96.png,6.0,1,104.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Ezechiel Banzuzi,323577.0,323577.0,328182.0,302789.0,2211617.0,3836539.0,7.3,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.312951
