id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
1873,3,Gregor,Kobel,22268613.0,104.0,34.0,34.0,34.0,202740.0,3530.0,0,1,https://kickbase.b-cdn.net/content/file/f2d4753d2676442bb38580d0b59a6293.png,1.0,2,158.0,,"[{""hasPlayed"": true, ""points"": 154}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 160}, {""hasPlayed"": true, ""points"": 65}]",1,Gregor Kobel,-153643.0,-153643.0,-160305.0,-158176.0,-715804.0,442252.0,6.8,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,15.993183
3470,18,Anthony,Caci,10696369.0,54.0,10.0,10.0,6.0,35021.0,535.0,0,2,https://kickbase.b-cdn.net/content/file/5bb349b2622049a7aa73a59edcec1781.png,19.0,1,50.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 56}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 112}]",1,Anthony Caci,141481.0,141481.0,138792.0,161073.0,1660781.0,5799043.0,8.1,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,16.040274
1540,18,Danny,Da Costa,9703648.0,73.0,34.0,34.0,30.0,178678.0,2498.0,0,2,https://kickbase.b-cdn.net/content/file/d7479cd684eb4636932e2e5651e92411.png,21.0,2,257.0,,"[{""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 86}]",3,Danny Da Costa,-175018.0,-175018.0,-10292.0,69860.0,406067.0,2788317.0,8.1,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,16.040274
2141,43,Ridle ,Baku,17851318.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/938a124759354a928af165b155e6925a.png,17.0,2,183.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",2,Ridle  Baku,15978.0,15978.0,-97332.0,-162153.0,-790053.0,280167.0,7.37,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.459788
2232,18,Philipp,Mwene,8581551.0,49.0,29.0,29.0,24.0,136771.0,1428.0,0,2,https://kickbase.b-cdn.net/content/file/275de3be8348462b85588eaa3c89e4b3.png,2.0,1,166.0,,"[{""hasPlayed"": true, ""points"": 181}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 233}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 57}]",1,Philipp Mwene,267335.0,267335.0,254531.0,227042.0,1024355.0,2883341.0,7.2,1.9802807486631018,1.0,1.0,1.0,0.0,1.0,14.258021
8329,2,Michael,Olise,64815120.0,225.0,32.0,32.0,23.0,154488.0,7185.0,0,3,https://kickbase.b-cdn.net/content/file/2d1bffc491014bb582c5d1c622b0ee37.png,17.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 334}, {""hasPlayed"": true, ""points"": 290}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 152}]",1,Michael Olise,23531.0,23531.0,26008.0,26065.0,193889.0,1061959.0,7.8,2.382104545335327,1.0,1.0,1.0,0.0,1.0,18.580415
3069,3,Felix,Nmecha,27176066.0,94.0,29.0,29.0,25.0,141393.0,2730.0,0,3,https://kickbase.b-cdn.net/content/file/f83b3a24df594aaf81be1d58da773656.png,8.0,1,100.0,,"[{""hasPlayed"": true, ""points"": 126}, {""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Felix Nmecha,100847.0,100847.0,104846.0,112371.0,823568.0,5282545.0,6.78,2.3519386450788238,1.0,1.0,1.0,0.0,1.0,15.946144
4596,43,Brajan,Gruda,19603467.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/fc98ceda9d134bd09d5526a600465611.png,10.0,1,64.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,255323.0,255323.0,258092.0,255016.0,1840150.0,7292323.0,7.5,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.732484
9507,43,Antonio,Nusa,25827174.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/9a7ea9c911e04f9e9cf0fa6c4b57ca54.png,7.0,1,109.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",1,Antonio Nusa,61396.0,61396.0,65803.0,69215.0,494974.0,3823836.0,7.2,2.097664543524416,1.0,1.0,1.0,0.0,1.0,15.103185
2846,7,Malik,Tillman,13303012.0,82.0,29.0,29.0,18.0,111183.0,2380.0,0,3,https://kickbase.b-cdn.net/content/file/04966a0af0e2477db734c91fdd98d4e1.png,10.0,1,178.0,,"[{""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": -13}]",2,Malik Tillman,255041.0,255041.0,232278.0,165460.0,541453.0,-2088500.0,6.9,2.040910253132191,1.0,1.0,1.0,0.0,1.0,14.082281
